Year,Sex,Age,Population,Age-Group
2017,Females,51,153808,50-54
2018,Females,51,153748,50-54
2019,Females,51,157610,50-54
2020,Females,51,164453,50-54
2021,Females,51,165681,50-54
1971,Females,52,64044,50-54
1972,Females,52,67579,50-54
1973,Females,52,77372,50-54
1974,Females,52,76157,50-54
1975,Females,52,76023,50-54
1976,Females,52,76709,50-54
1977,Females,52,74358,50-54
1978,Females,52,79142,50-54
1979,Females,52,75529,50-54
1980,Females,52,76467,50-54
1981,Females,52,76028,50-54
1982,Females,52,73421,50-54
1983,Females,52,77542,50-54
1984,Females,52,70209,50-54
1985,Females,52,71065,50-54
1986,Females,52,71131,50-54
1987,Females,52,70207,50-54
1988,Females,52,77509,50-54
1989,Females,52,78344,50-54
1990,Females,52,80211,50-54
1991,Females,52,82807,50-54
1992,Females,52,82640,50-54
1993,Females,52,87973,50-54
1994,Females,52,89658,50-54
1995,Females,52,91284,50-54
1996,Females,52,101141,50-54
1997,Females,52,105415,50-54
1998,Females,52,108111,50-54
1999,Females,52,129025,50-54
2000,Females,52,126271,50-54
2001,Females,52,126626,50-54
2002,Females,52,129316,50-54
2003,Females,52,130958,50-54
2004,Females,52,130400,50-54
2005,Females,52,134264,50-54
2006,Females,52,134737,50-54
2007,Females,52,137845,50-54
2008,Females,52,141485,50-54
2009,Females,52,143840,50-54
2010,Females,52,147447,50-54
2011,Females,52,150907,50-54
2012,Females,52,153556,50-54
2013,Females,52,158863,50-54
2014,Females,52,159195,50-54
2015,Females,52,160107,50-54
2016,Females,52,159116,50-54
2017,Females,52,153865,50-54
2018,Females,52,153494,50-54
2019,Females,52,153666,50-54
2020,Females,52,157805,50-54
2021,Females,52,163711,50-54
1971,Females,53,63440,50-54
1972,Females,53,63544,50-54
1973,Females,53,68092,50-54
1974,Females,53,76133,50-54
1975,Females,53,75828,50-54
1976,Females,53,75538,50-54
1977,Females,53,75896,50-54
1978,Females,53,74733,50-54
1979,Females,53,77987,50-54
1980,Females,53,75109,50-54
1981,Females,53,76091,50-54
1982,Females,53,75514,50-54
1983,Females,53,73538,50-54
1984,Females,53,76736,50-54
1985,Females,53,69980,50-54
1986,Females,53,71137,50-54
1987,Females,53,71067,50-54
1988,Females,53,70757,50-54
1989,Females,53,77231,50-54
1990,Females,53,78337,50-54
1991,Females,53,80227,50-54
1992,Females,53,82295,50-54
1993,Females,53,82624,50-54
1994,Females,53,87260,50-54
1995,Females,53,89422,50-54
1996,Females,53,91684,50-54
1997,Females,53,100997,50-54
1998,Females,53,105284,50-54
1999,Females,53,108296,50-54
2000,Females,53,128935,50-54
2001,Females,53,126239,50-54
2002,Females,53,126027,50-54
2003,Females,53,128826,50-54
2004,Females,53,130128,50-54
2005,Females,53,130016,50-54
2006,Females,53,134220,50-54
2007,Females,53,134630,50-54
2008,Females,53,138025,50-54
2009,Females,53,141536,50-54
2010,Females,53,143942,50-54
2011,Females,53,147676,50-54
2012,Females,53,150702,50-54
2013,Females,53,153784,50-54
2014,Females,53,158829,50-54
2015,Females,53,159043,50-54
2016,Females,53,160164,50-54
2017,Females,53,159129,50-54
2018,Females,53,153956,50-54
2019,Females,53,153370,50-54
2020,Females,53,154145,50-54
2021,Females,53,156799,50-54
1971,Females,54,63961,50-54
1972,Females,54,63290,50-54
1973,Females,54,63007,50-54
1974,Females,54,68687,50-54
1975,Females,54,74833,50-54
1976,Females,54,75419,50-54
1977,Females,54,75065,50-54
1978,Females,54,75160,50-54
1979,Females,54,75001,50-54
1980,Females,54,76933,50-54
1981,Females,54,74751,50-54
1982,Females,54,75887,50-54
1983,Females,54,74865,50-54
1984,Females,54,73660,50-54
1985,Females,54,75993,50-54
1986,Females,54,69788,50-54
1987,Females,54,70802,50-54
1988,Females,54,71041,50-54
1989,Females,54,71302,50-54
1990,Females,54,76841,50-54
1991,Females,54,78195,50-54
1992,Females,54,80007,50-54
1993,Females,54,81810,50-54
1994,Females,54,82666,50-54
1995,Females,54,86649,50-54
1996,Females,54,89361,50-54
1997,Females,54,91568,50-54
1998,Females,54,100784,50-54
1999,Females,54,105032,50-54
2000,Females,54,108449,50-54
2001,Females,54,129002,50-54
2002,Females,54,125724,50-54
2003,Females,54,125290,50-54
2004,Females,54,128243,50-54
2005,Females,54,129361,50-54
2006,Females,54,129592,50-54
2007,Females,54,133871,50-54
2008,Females,54,134483,50-54
2009,Females,54,138111,50-54
2010,Females,54,141568,50-54
2011,Females,54,144074,50-54
2012,Females,54,147735,50-54
2013,Females,54,150554,50-54
2014,Females,54,153756,50-54
2015,Females,54,158650,50-54
2016,Females,54,158963,50-54
2017,Females,54,160302,50-54
2018,Females,54,158983,50-54
2019,Females,54,154340,50-54
2020,Females,54,153963,50-54
2021,Females,54,153348,50-54
1971,Females,55,62822,50-54
1972,Females,55,63685,50-54
1973,Females,55,63088,50-54
1974,Females,55,62547,50-54
1975,Females,55,69108,50-54
1976,Females,55,73402,50-54
1977,Females,55,74910,50-54
1978,Females,55,74589,50-54
1979,Females,55,74317,50-54
1980,Females,55,75363,50-54
1981,Females,55,75880,50-54
1982,Females,55,74695,50-54
1983,Females,55,75573,50-54
1984,Females,55,74249,50-54
1985,Females,55,73766,50-54
1986,Females,55,75299,50-54
1987,Females,55,69890,50-54
1988,Females,55,70536,50-54
1989,Females,55,71017,50-54
1990,Females,55,71758,50-54
1991,Females,55,76361,50-54
1992,Females,55,77913,50-54
1993,Females,55,79762,50-54
1994,Females,55,81360,50-54
1995,Females,55,82714,50-54
1996,Females,55,86073,50-54
1997,Females,55,89430,50-54
1998,Females,55,91390,50-54
1999,Females,55,100477,50-54
2000,Females,55,104668,50-54
2001,Females,55,108720,50-54
2002,Females,55,128835,50-54
2003,Females,55,125248,50-54
2004,Females,55,124375,50-54
2005,Females,55,127654,50-54
2006,Females,55,128456,50-54
2007,Females,55,129194,50-54
2008,Females,55,133520,50-54
2009,Females,55,134317,50-54
2010,Females,55,138188,50-54
2011,Females,55,141654,50-54
2012,Females,55,144001,50-54
2013,Females,55,147776,50-54
2014,Females,55,150194,50-54
2015,Females,55,153725,50-54
2016,Females,55,158527,50-54
2017,Females,55,159175,50-54
2018,Females,55,160293,50-54
2019,Females,55,159191,50-54
2020,Females,55,155615,50-54
2021,Females,55,152914,50-54
1971,Females,56,64671,55-59
1972,Females,56,63173,55-59
1973,Females,56,63332,55-59
1974,Females,56,62901,55-59
1975,Females,56,61917,55-59
1976,Females,56,69450,55-59
1977,Females,56,73756,55-59
1978,Females,56,74460,55-59
1979,Females,56,74101,55-59
1980,Females,56,73528,55-59
1981,Females,56,75687,55-59
1982,Females,56,76357,55-59
1983,Females,56,74500,55-59
1984,Females,56,75301,55-59
1985,Females,56,73697,55-59
1986,Females,56,73826,55-59
1987,Females,56,75618,55-59
1988,Females,56,69933,55-59
1989,Females,56,70274,55-59
1990,Females,56,70911,55-59
1991,Females,56,72143,55-59
1992,Females,56,75835,55-59
1993,Females,56,77526,55-59
1994,Females,56,79538,55-59
1995,Females,56,80904,55-59
1996,Females,56,82999,55-59
1997,Females,56,86186,55-59
1998,Females,56,89396,55-59
1999,Females,56,91078,55-59
2000,Females,56,100151,55-59
2001,Females,56,104452,55-59
2002,Females,56,108468,55-59
2003,Females,56,128748,55-59
2004,Females,56,124630,55-59
2005,Females,56,123515,55-59
2006,Females,56,126972,55-59
2007,Females,56,127993,55-59
2008,Females,56,128877,55-59
2009,Females,56,133103,55-59
2010,Females,56,134152,55-59
2011,Females,56,138267,55-59
2012,Females,56,141541,55-59
2013,Females,56,143867,55-59
2014,Females,56,147632,55-59
2015,Females,56,149834,55-59
2016,Females,56,153626,55-59
2017,Females,56,158549,55-59
2018,Females,56,159125,55-59
2019,Females,56,160660,55-59
2020,Females,56,160458,55-59
2021,Females,56,154914,55-59
1971,Females,57,63135,55-59
1972,Females,57,63969,55-59
1973,Females,57,63460,55-59
1974,Females,57,62943,55-59
1975,Females,57,62622,55-59
1976,Females,57,61295,55-59
1977,Females,57,68590,55-59
1978,Females,57,74224,55-59
1979,Females,57,73943,55-59
1980,Females,57,73666,55-59
1981,Females,57,72725,55-59
1982,Females,57,75015,55-59
1983,Females,57,76758,55-59
1984,Females,57,74264,55-59
1985,Females,57,74970,55-59
1986,Females,57,73056,55-59
1987,Females,57,73651,55-59
1988,Females,57,75972,55-59
1989,Females,57,70122,55-59
1990,Females,57,69838,55-59
1991,Females,57,70717,55-59
1992,Females,57,72064,55-59
1993,Females,57,75269,55-59
1994,Females,57,77171,55-59
1995,Females,57,79340,55-59
1996,Females,57,80575,55-59
1997,Females,57,83100,55-59
1998,Females,57,86106,55-59
1999,Females,57,89296,55-59
2000,Females,57,90765,55-59
2001,Females,57,99918,55-59
2002,Females,57,104364,55-59
2003,Females,57,108176,55-59
2004,Females,57,128405,55-59
2005,Females,57,124039,55-59
2006,Females,57,122552,55-59
2007,Females,57,126382,55-59
2008,Females,57,127528,55-59
2009,Females,57,128371,55-59
2010,Females,57,132738,55-59
2011,Females,57,134090,55-59
2012,Females,57,137873,55-59
2013,Females,57,141403,55-59
2014,Females,57,143650,55-59
2015,Females,57,147532,55-59
2016,Females,57,149500,55-59
2017,Females,57,153654,55-59
2018,Females,57,158413,55-59
2019,Females,57,159360,55-59
2020,Females,57,162237,55-59
2021,Females,57,159275,55-59
1971,Females,58,61148,55-59
1972,Females,58,63226,55-59
1973,Females,58,63232,55-59
1974,Females,58,63738,55-59
1975,Females,58,62464,55-59
1976,Females,58,62246,55-59
1977,Females,58,61119,55-59
1978,Females,58,67832,55-59
1979,Females,58,74571,55-59
1980,Females,58,73456,55-59
1981,Females,58,73202,55-59
1982,Females,58,72943,55-59
1983,Females,58,74259,55-59
1984,Females,58,77105,55-59
1985,Females,58,74043,55-59
1986,Females,58,74654,55-59
1987,Females,58,73330,55-59
1988,Females,58,73495,55-59
1989,Females,58,76302,55-59
1990,Females,58,70178,55-59
1991,Females,58,69326,55-59
1992,Females,58,70658,55-59
1993,Females,58,71901,55-59
1994,Females,58,74661,55-59
1995,Females,58,76859,55-59
1996,Females,58,79227,55-59
1997,Females,58,80967,55-59
1998,Females,58,83084,55-59
1999,Females,58,86050,55-59
2000,Females,58,89066,55-59
2001,Females,58,90496,55-59
2002,Females,58,99849,55-59
2003,Females,58,104202,55-59
2004,Females,58,107773,55-59
2005,Females,58,128156,55-59
2006,Females,58,123316,55-59
2007,Females,58,122108,55-59
2008,Females,58,125778,55-59
2009,Females,58,127052,55-59
2010,Females,58,127984,55-59
2011,Females,58,132341,55-59
2012,Females,58,134058,55-59
2013,Females,58,137534,55-59
2014,Females,58,141119,55-59
2015,Females,58,143390,55-59
2016,Females,58,147391,55-59
2017,Females,58,149642,55-59
2018,Females,58,153404,55-59
2019,Females,58,158562,55-59
2020,Females,58,160707,55-59
2021,Females,58,161119,55-59
1971,Females,59,58151,55-59
1972,Females,59,60868,55-59
1973,Females,59,63236,55-59
1974,Females,59,62494,55-59
1975,Females,59,63846,55-59
1976,Females,59,61919,55-59
1977,Females,59,61697,55-59
1978,Females,59,60953,55-59
1979,Females,59,66964,55-59
1980,Females,59,74969,55-59
1981,Females,59,72962,55-59
1982,Females,59,73126,55-59
1983,Females,59,73090,55-59
1984,Females,59,73505,55-59
1985,Females,59,77461,55-59
1986,Females,59,73867,55-59
1987,Females,59,74721,55-59
1988,Females,59,73593,55-59
1989,Females,59,73277,55-59
1990,Females,59,76452,55-59
1991,Females,59,70101,55-59
1992,Females,59,69560,55-59
1993,Females,59,70546,55-59
1994,Females,59,71796,55-59
1995,Females,59,74151,55-59
1996,Females,59,76666,55-59
1997,Females,59,79287,55-59
1998,Females,59,81054,55-59
1999,Females,59,83064,55-59
2000,Females,59,85818,55-59
2001,Females,59,88973,55-59
2002,Females,59,90504,55-59
2003,Females,59,99706,55-59
2004,Females,59,103944,55-59
2005,Females,59,107481,55-59
2006,Females,59,127802,55-59
2007,Females,59,122848,55-59
2008,Females,59,121598,55-59
2009,Females,59,125083,55-59
2010,Females,59,126564,55-59
2011,Females,59,127572,55-59
2012,Females,59,132251,55-59
2013,Females,59,133904,55-59
2014,Females,59,137067,55-59
2015,Females,59,140810,55-59
2016,Females,59,143133,55-59
2017,Females,59,147398,55-59
2018,Females,59,149600,55-59
2019,Females,59,153585,55-59
2020,Females,59,159971,55-59
2021,Females,59,159746,55-59
1971,Females,60,61510,55-59
1972,Females,60,58086,55-59
1973,Females,60,60572,55-59
1974,Females,60,63271,55-59
1975,Females,60,61585,55-59
1976,Females,60,63933,55-59
1977,Females,60,61595,55-59
1978,Females,60,61209,55-59
1979,Females,60,60736,55-59
1980,Females,60,66198,55-59
1981,Females,60,75412,55-59
1982,Females,60,72764,55-59
1983,Females,60,73000,55-59
1984,Females,60,73270,55-59
1985,Females,60,72805,55-59
1986,Females,60,77897,55-59
1987,Females,60,73785,55-59
1988,Females,60,74790,55-59
1989,Females,60,73817,55-59
1990,Females,60,72895,55-59
1991,Females,60,76553,55-59
1992,Females,60,69899,55-59
1993,Females,60,69681,55-59
1994,Females,60,70469,55-59
1995,Females,60,71671,55-59
1996,Females,60,73748,55-59
1997,Females,60,76723,55-59
1998,Females,60,79162,55-59
1999,Females,60,81231,55-59
2000,Females,60,82927,55-59
2001,Females,60,85739,55-59
2002,Females,60,88943,55-59
2003,Females,60,90382,55-59
2004,Females,60,99528,55-59
2005,Females,60,103764,55-59
2006,Females,60,107084,55-59
2007,Females,60,127359,55-59
2008,Females,60,122287,55-59
2009,Females,60,121056,55-59
2010,Females,60,124281,55-59
2011,Females,60,126033,55-59
2012,Females,60,127440,55-59
2013,Females,60,132063,55-59
2014,Females,60,133638,55-59
2015,Females,60,136606,55-59
2016,Females,60,140569,55-59
2017,Females,60,143198,55-59
2018,Females,60,147122,55-59
2019,Females,60,149941,55-59
2020,Females,60,155086,55-59
2021,Females,60,158863,55-59
1971,Females,61,52458,60-64
1972,Females,61,60664,60-64
1973,Females,61,57990,60-64
1974,Females,61,60301,60-64
1975,Females,61,63190,60-64
1976,Females,61,60751,60-64
1977,Females,61,63180,60-64
1978,Females,61,61313,60-64
1979,Females,61,60635,60-64
1980,Females,61,60586,60-64
1981,Females,61,65486,60-64
1982,Females,61,74885,60-64
1983,Females,61,72585,60-64
1984,Females,61,72964,60-64
1985,Females,61,73348,60-64
1986,Females,61,72000,60-64
1987,Females,61,77556,60-64
1988,Females,61,73712,60-64
1989,Females,61,74819,60-64
1990,Females,61,73885,60-64
1991,Females,61,72468,60-64
1992,Females,61,76011,60-64
1993,Females,61,69656,60-64
1994,Females,61,69803,60-64
1995,Females,61,70381,60-64
1996,Females,61,71624,60-64
1997,Females,61,74126,60-64
1998,Females,61,76648,60-64
1999,Females,61,79025,60-64
2000,Females,61,81359,60-64
2001,Females,61,82924,60-64
2002,Females,61,85425,60-64
2003,Females,61,88872,60-64
2004,Females,61,90304,60-64
2005,Females,61,99415,60-64
2006,Females,61,103405,60-64
2007,Females,61,106975,60-64
2008,Females,61,126851,60-64
2009,Females,61,121633,60-64
2010,Females,61,120500,60-64
2011,Females,61,123657,60-64
2012,Females,61,126012,60-64
2013,Females,61,127394,60-64
2014,Females,61,131838,60-64
2015,Females,61,133278,60-64
2016,Females,61,136092,60-64
2017,Females,61,140285,60-64
2018,Females,61,143010,60-64
2019,Females,61,147296,60-64
2020,Females,61,151678,60-64
2021,Females,61,153731,60-64
1971,Females,62,53360,60-64
1972,Females,62,52396,60-64
1973,Females,62,59783,60-64
1974,Females,62,57801,60-64
1975,Females,62,59893,60-64
1976,Females,62,63151,60-64
1977,Females,62,60593,60-64
1978,Females,62,62437,60-64
1979,Females,62,60930,60-64
1980,Females,62,60138,60-64
1981,Females,62,60471,60-64
1982,Females,62,65258,60-64
1983,Females,62,74218,60-64
1984,Females,62,72311,60-64
1985,Females,62,72971,60-64
1986,Females,62,73456,60-64
1987,Females,62,71980,60-64
1988,Females,62,77108,60-64
1989,Females,62,73501,60-64
1990,Females,62,74697,60-64
1991,Females,62,73845,60-64
1992,Females,62,72195,60-64
1993,Females,62,75407,60-64
1994,Females,62,69376,60-64
1995,Females,62,69976,60-64
1996,Females,62,70399,60-64
1997,Females,62,71340,60-64
1998,Females,62,74347,60-64
1999,Females,62,76612,60-64
2000,Females,62,78834,60-64
2001,Females,62,81522,60-64
2002,Females,62,82631,60-64
2003,Females,62,84960,60-64
2004,Females,62,88717,60-64
2005,Females,62,90187,60-64
2006,Females,62,99219,60-64
2007,Females,62,103371,60-64
2008,Females,62,106628,60-64
2009,Females,62,126165,60-64
2010,Females,62,121018,60-64
2011,Females,62,119844,60-64
2012,Females,62,123467,60-64
2013,Females,62,126025,60-64
2014,Females,62,127172,60-64
2015,Females,62,131372,60-64
2016,Females,62,133012,60-64
2017,Females,62,136045,60-64
2018,Females,62,139895,60-64
2019,Females,62,143119,60-64
2020,Females,62,148742,60-64
2021,Females,62,150519,60-64
1971,Females,63,51234,60-64
1972,Females,63,52349,60-64
1973,Females,63,52285,60-64
1974,Females,63,58836,60-64
1975,Females,63,57528,60-64
1976,Females,63,59478,60-64
1977,Females,63,62217,60-64
1978,Females,63,60427,60-64
1979,Females,63,61570,60-64
1980,Females,63,60655,60-64
1981,Females,63,59647,60-64
1982,Females,63,59748,60-64
1983,Females,63,64887,60-64
1984,Females,63,73454,60-64
1985,Females,63,71995,60-64
1986,Females,63,72805,60-64
1987,Females,63,72991,60-64
1988,Females,63,71904,60-64
1989,Females,63,76682,60-64
1990,Females,63,73168,60-64
1991,Females,63,74469,60-64
1992,Females,63,73136,60-64
1993,Females,63,71788,60-64
1994,Females,63,74804,60-64
1995,Females,63,69112,60-64
1996,Females,63,70247,60-64
1997,Females,63,69903,60-64
1998,Females,63,70888,60-64
1999,Females,63,74593,60-64
2000,Females,63,76488,60-64
2001,Females,63,78669,60-64
2002,Females,63,81123,60-64
2003,Females,63,82381,60-64
2004,Females,63,84372,60-64
2005,Females,63,88611,60-64
2006,Females,63,89926,60-64
2007,Females,63,98986,60-64
2008,Females,63,103191,60-64
2009,Females,63,106308,60-64
2010,Females,63,125586,60-64
2011,Females,63,120371,60-64
2012,Females,63,119571,60-64
2013,Females,63,123241,60-64
2014,Females,63,125804,60-64
2015,Females,63,126876,60-64
2016,Females,63,130948,60-64
2017,Females,63,132878,60-64
2018,Females,63,135753,60-64
2019,Females,63,139862,60-64
2020,Females,63,144737,60-64
2021,Females,63,147333,60-64
1971,Females,64,48481,60-64
1972,Females,64,50690,60-64
1973,Females,64,51352,60-64
1974,Females,64,52177,60-64
1975,Females,64,57692,60-64
1976,Females,64,57228,60-64
1977,Females,64,58603,60-64
1978,Females,64,61187,60-64
1979,Females,64,60171,60-64
1980,Females,64,60846,60-64
1981,Females,64,60280,60-64
1982,Females,64,59042,60-64
1983,Females,64,58866,60-64
1984,Females,64,64510,60-64
1985,Females,64,72740,60-64
1986,Females,64,71676,60-64
1987,Females,64,72004,60-64
1988,Females,64,72551,60-64
1989,Females,64,71782,60-64
1990,Females,64,76008,60-64
1991,Females,64,72754,60-64
1992,Females,64,73685,60-64
1993,Females,64,72375,60-64
1994,Females,64,71424,60-64
1995,Females,64,74233,60-64
1996,Females,64,68887,60-64
1997,Females,64,69637,60-64
